step,time,intersection_id,total_queue_length,average_waiting_time,north_queue,south_queue,east_queue,west_queue,current_phase,signal_state,green_duration,throughput
550,2750,0,25,15.587823549106762,0,0,14,11,north_south,GREEN,30,5441
550,2750,1,15,13.148846472415972,0,0,10,5,north_south,GREEN,30,2106
550,2750,2,19,13.992675888786984,0,0,9,10,north_south,GREEN,30,3815
550,2750,3,30,14.481554194102952,0,0,15,15,north_south,GREEN,30,4345
551,2755,0,28,15.576738792194995,0,0,15,13,north_south,YELLOW,30,5445
551,2755,1,17,13.136258591690353,0,0,11,6,north_south,YELLOW,30,2108
551,2755,2,23,13.974490482666592,0,0,11,12,north_south,YELLOW,30,3820
551,2755,3,33,14.45914851522274,0,0,16,17,north_south,YELLOW,30,4352
552,2760,0,46,15.576738792194995,5,8,19,14,east_west,GREEN,30,5445
552,2760,1,19,13.136258591690353,0,2,11,6,east_west,GREEN,30,2108
552,2760,2,31,13.974490482666592,0,4,13,14,east_west,GREEN,30,3820
552,2760,3,40,14.45914851522274,0,0,21,19,east_west,GREEN,30,4352
553,2765,0,32,15.624040994782181,7,8,11,6,east_west,GREEN,30,5465
553,2765,1,5,13.257746094185356,1,2,2,0,east_west,GREEN,30,2125
553,2765,2,27,14.035743822085497,4,11,6,6,east_west,GREEN,30,3840
553,2765,3,32,14.549142518060835,3,3,13,13,east_west,GREEN,30,4372
554,2770,0,27,15.612880329670354,13,11,3,0,east_west,GREEN,30,5483
554,2770,1,5,13.241821799100727,2,3,0,0,east_west,GREEN,30,2129
554,2770,2,15,14.00488608822149,4,11,0,0,east_west,GREEN,30,3856
554,2770,3,14,14.56191788194302,3,5,3,3,east_west,GREEN,30,4392
555,2775,0,29,15.58434866929333,14,15,0,0,east_west,GREEN,30,5494
555,2775,1,10,13.235293119047576,5,5,0,0,east_west,GREEN,30,2130
555,2775,2,21,13.994081153185737,7,14,0,0,east_west,GREEN,30,3859
555,2775,3,12,14.54588293106764,5,7,0,0,east_west,GREEN,30,4401
556,2780,0,32,15.552321326886252,15,17,0,0,east_west,GREEN,30,5505
556,2780,1,10,13.222310657756413,5,5,0,0,east_west,GREEN,30,2132
556,2780,2,25,13.972175915925533,9,16,0,0,east_west,GREEN,30,3865
556,2780,3,16,14.542345706841619,7,9,0,0,east_west,GREEN,30,4402
557,2785,0,35,15.546594409862616,15,20,0,0,east_west,GREEN,30,5507
557,2785,1,14,13.222310657756413,9,5,0,0,east_west,GREEN,30,2132
557,2785,2,30,13.961464419175169,11,19,0,0,east_west,GREEN,30,3868
557,2785,3,17,14.53201402247834,7,10,0,0,east_west,GREEN,30,4405
558,2790,0,37,15.520571952515883,16,21,0,0,east_west,YELLOW,30,5516
558,2790,1,16,13.222310657756413,9,7,0,0,east_west,YELLOW,30,2132
558,2790,2,34,13.950596555624177,13,21,0,0,east_west,YELLOW,30,3871
558,2790,3,24,14.517978957297185,11,13,0,0,east_west,YELLOW,30,4409
559,2795,0,45,15.520571952515883,20,24,0,1,north_south,GREEN,30,5516
559,2795,1,24,13.222310657756413,11,8,4,1,north_south,GREEN,30,2132
559,2795,2,39,13.950596555624177,14,22,1,2,north_south,GREEN,30,3871
559,2795,3,32,14.517978957297185,13,17,0,2,north_south,GREEN,30,4409
560,2800,0,30,15.596463481736269,12,14,2,2,north_south,GREEN,30,5536
560,2800,1,10,13.290819024668643,2,0,5,3,north_south,GREEN,30,2150
560,2800,2,27,14.047705281535794,6,15,4,2,north_south,GREEN,30,3891
560,2800,3,18,14.565323603609045,4,7,4,3,north_south,GREEN,30,4429
561,2805,0,19,15.625820633531475,6,6,3,4,north_south,GREEN,30,5556
561,2805,1,10,13.272360746674497,0,0,7,3,north_south,GREEN,30,2154
561,2805,2,17,14.070420954801865,0,6,6,5,north_south,GREEN,30,3908
561,2805,3,10,14.548945977057073,0,0,5,5,north_south,GREEN,30,4443
562,2810,0,12,15.60482962937298,0,0,5,7,north_south,GREEN,30,5571
562,2810,1,11,13.272360746674497,0,0,7,4,north_south,GREEN,30,2154
562,2810,2,15,14.041319916685602,0,0,7,8,north_south,GREEN,30,3921
562,2810,3,16,14.53306486699811,0,0,7,9,north_south,GREEN,30,4448
563,2815,0,14,15.588538923444332,0,0,6,8,north_south,GREEN,30,5577
563,2815,1,12,13.265735571954991,0,0,8,4,north_south,GREEN,30,2155
563,2815,2,19,14.030616580517943,0,0,9,10,north_south,GREEN,30,3924
563,2815,3,20,14.529993820591852,0,0,11,9,north_south,GREEN,30,4449
564,2820,0,18,15.574985549223253,0,0,7,11,north_south,GREEN,30,5582
564,2820,1,13,13.265735571954991,0,0,9,4,north_south,GREEN,30,2155
564,2820,2,21,14.027069217701765,0,0,10,11,north_south,GREEN,30,3925
564,2820,3,22,14.514360015854773,0,0,11,11,north_south,GREEN,30,4454
565,2825,0,26,15.55629684384624,0,0,9,17,north_south,YELLOW,30,5589
565,2825,1,14,13.265735571954991,0,0,10,4,north_south,YELLOW,30,2155
565,2825,2,23,14.016379654897854,0,0,12,11,north_south,YELLOW,30,3928
565,2825,3,27,14.4957629013233,0,0,11,16,north_south,YELLOW,30,4460
566,2830,0,37,15.55629684384624,2,3,13,19,east_west,GREEN,30,5589
566,2830,1,16,13.265735571954991,1,1,10,4,east_west,GREEN,30,2155
566,2830,2,30,14.016379654897854,2,1,13,14,east_west,GREEN,30,3928
566,2830,3,32,14.4957629013233,1,2,13,16,east_west,GREEN,30,4460
567,2835,0,27,15.585569644214853,4,9,3,11,east_west,GREEN,30,5609
567,2835,1,3,13.381821861625262,1,2,0,0,east_west,GREEN,30,2169
567,2835,2,15,14.086390671534026,5,2,3,5,east_west,GREEN,30,3948
567,2835,3,25,14.557112550652786,5,6,5,9,east_west,GREEN,30,4480
568,2840,0,19,15.57001694708308,6,10,0,3,east_west,GREEN,30,5625
568,2840,1,5,13.369479326481901,1,4,0,0,east_west,GREEN,30,2171
568,2840,2,11,14.063638068514337,7,4,0,0,east_west,GREEN,30,3961
568,2840,3,17,14.536432232991725,7,7,0,3,east_west,GREEN,30,4497
569,2845,0,20,15.542130377722508,9,11,0,0,east_west,GREEN,30,5636
569,2845,1,8,13.363636163528646,4,4,0,0,east_west,GREEN,30,2172
569,2845,2,13,14.056542778759617,8,5,0,0,east_west,GREEN,30,3963
569,2845,3,15,14.519485312016254,8,7,0,0,east_west,GREEN,30,4503
570,2850,0,25,15.53367986721992,12,13,0,0,east_west,GREEN,30,5639
570,2850,1,11,13.333351127824692,6,5,0,0,east_west,GREEN,30,2177
570,2850,2,20,14.035340358378619,11,9,0,0,east_west,GREEN,30,3969
570,2850,3,17,14.49634652955768,9,8,0,0,east_west,GREEN,30,4510
571,2855,0,30,15.525249655953196,13,17,0,0,east_west,GREEN,30,5642
571,2855,1,12,13.314205494673194,7,5,0,0,east_west,GREEN,30,2180
571,2855,2,23,14.007462454543537,14,9,0,0,east_west,GREEN,30,3977
571,2855,3,19,14.489533617194692,9,10,0,0,east_west,GREEN,30,4512
572,2860,0,35,15.51406941555075,15,20,0,0,east_west,YELLOW,30,5646
572,2860,1,14,13.296374984352715,9,5,0,0,east_west,YELLOW,30,2183
572,2860,2,27,13.997093052784196,16,11,0,0,east_west,YELLOW,30,3980
572,2860,3,23,14.4727747184156,12,11,0,0,east_west,YELLOW,30,4517
573,2865,0,46,15.51406941555075,19,23,2,2,north_south,GREEN,30,5646
573,2865,1,20,13.296374984352715,10,6,2,2,north_south,GREEN,30,2183
573,2865,2,33,13.997093052784196,18,12,0,3,north_south,GREEN,30,3980
573,2865,3,33,14.4727747184156,15,12,1,5,north_south,GREEN,30,4517
574,2870,0,35,15.574942230751446,10,15,4,6,north_south,GREEN,30,5666
574,2870,1,5,13.358800170258325,0,0,2,3,north_south,GREEN,30,2199
574,2870,2,19,14.071235104845167,8,4,0,7,north_south,GREEN,30,4000
574,2870,3,20,14.541426536105794,7,3,4,6,north_south,GREEN,30,4537
575,2875,0,23,15.581249759442922,2,8,7,6,north_south,GREEN,30,5686
575,2875,1,9,13.353054470171386,0,0,4,5,north_south,GREEN,30,2200
575,2875,2,19,14.04487919879159,2,0,5,12,north_south,GREEN,30,4020
575,2875,3,18,14.519693718703277,0,0,7,11,north_south,GREEN,30,4551
576,2880,0,22,15.556807955274802,0,3,10,9,north_south,GREEN,30,5701
576,2880,1,10,13.347328413503549,0,0,5,5,north_south,GREEN,30,2201
576,2880,2,18,14.030006092758184,0,0,5,13,north_south,GREEN,30,4025
576,2880,3,20,14.516681973616233,0,0,9,11,north_south,GREEN,30,4552
577,2885,0,24,15.52239812807963,0,0,15,9,north_south,GREEN,30,5715
577,2885,1,14,13.341621899691233,0,0,7,7,north_south,GREEN,30,2202
577,2885,2,25,14.026517551066574,0,0,10,15,north_south,GREEN,30,4026
577,2885,3,27,14.494876863965223,0,0,12,15,north_south,GREEN,30,4559
578,2890,0,28,15.509317962686623,0,0,16,12,north_south,GREEN,30,5720
578,2890,1,17,13.33509465000809,0,0,7,10,north_south,GREEN,30,2203
578,2890,2,28,14.023036277170155,0,0,11,17,north_south,GREEN,30,4027
578,2890,3,31,14.479478275406894,0,0,13,18,north_south,GREEN,30,4564
579,2895,0,34,15.501506427969446,0,0,19,15,north_south,YELLOW,30,5723
579,2895,1,18,13.310759526041805,0,0,8,10,north_south,YELLOW,30,2207
579,2895,2,29,14.00914150826881,0,0,11,18,north_south,YELLOW,30,4031
579,2895,3,34,14.470245972097514,0,0,15,19,north_south,YELLOW,30,4567
580,2900,0,41,15.501506427969446,1,2,19,19,east_west,GREEN,30,5723
580,2900,1,23,13.310759526041805,2,2,9,10,east_west,GREEN,30,2207
580,2900,2,33,14.00914150826881,3,1,11,18,east_west,GREEN,30,4031
580,2900,3,40,14.470245972097514,1,3,17,19,east_west,GREEN,30,4567
581,2905,0,33,15.558289551245858,3,5,12,13,east_west,GREEN,30,5743
581,2905,1,9,13.414583201636344,2,3,0,4,east_west,GREEN,30,2226
581,2905,2,19,14.084241343559249,6,3,1,9,east_west,GREEN,30,4051
581,2905,3,27,14.549871049083375,4,4,9,10,east_west,GREEN,30,4587
582,2910,0,24,15.560484084708708,8,6,5,5,east_west,GREEN,30,5763
582,2910,1,8,13.371876762767737,4,4,0,0,east_west,GREEN,30,2235
582,2910,2,12,14.093795477215124,7,5,0,0,east_west,GREEN,30,4064
582,2910,3,15,14.559332701008296,6,4,3,2,east_west,GREEN,30,4607
583,2915,0,19,15.534941643320291,10,9,0,0,east_west,GREEN,30,5777
583,2915,1,11,13.354477065616464,6,5,0,0,east_west,GREEN,30,2238
583,2915,2,12,14.087053263006837,7,5,0,0,east_west,GREEN,30,4066
583,2915,3,11,14.519455394265032,6,5,0,0,east_west,GREEN,30,4621
584,2920,0,25,15.526604694994914,14,11,0,0,east_west,GREEN,30,5780
584,2920,1,17,13.342696382292656,7,10,0,0,east_west,GREEN,30,2240
584,2920,2,14,14.073218201035587,8,6,0,0,east_west,GREEN,30,4070
584,2920,3,16,14.506544507712649,10,6,0,0,east_west,GREEN,30,4625
585,2925,0,28,15.510133155609033,16,12,0,0,east_west,GREEN,30,5786
585,2925,1,20,13.342696382292656,9,11,0,0,east_west,GREEN,30,2240
585,2925,2,17,14.048853077971103,10,7,0,0,east_west,GREEN,30,4077
585,2925,3,17,14.484371013129659,10,7,0,0,east_west,GREEN,30,4632
586,2930,0,36,15.496437769587343,22,14,0,0,east_west,YELLOW,30,5791
586,2930,1,23,13.325458247867337,10,13,0,0,east_west,YELLOW,30,2243
586,2930,2,20,14.034995290962135,11,9,0,0,east_west,YELLOW,30,4081
586,2930,3,22,14.468284082565857,12,10,0,0,east_west,YELLOW,30,4637
587,2935,0,48,15.496437769587343,28,16,3,1,north_south,GREEN,30,5791
587,2935,1,27,13.325458247867337,11,14,2,0,north_south,GREEN,30,2243
587,2935,2,26,14.034995290962135,12,10,3,1,north_south,GREEN,30,4081
587,2935,3,27,14.468284082565857,14,12,1,0,north_south,GREEN,30,4637
588,2940,0,37,15.548271339265877,20,8,4,5,north_south,GREEN,30,5811
588,2940,1,11,13.435416783322738,2,4,3,2,north_south,GREEN,30,2263
588,2940,2,10,14.100901015639236,4,0,3,3,north_south,GREEN,30,4101
588,2940,3,21,14.521770791248153,9,7,2,3,north_south,GREEN,30,4657
589,2945,0,35,15.547055260411453,13,2,10,10,north_south,GREEN,30,5831
589,2945,1,6,13.42073876341157,0,0,4,2,north_south,GREEN,30,2271
589,2945,2,10,14.078795462919722,0,0,4,6,north_south,GREEN,30,4110
589,2945,3,9,14.487037269125802,1,1,4,3,north_south,GREEN,30,4677
590,2950,0,34,15.537101842757288,6,0,14,14,north_south,GREEN,30,5845
590,2950,1,7,13.414342001585048,0,0,4,3,north_south,GREEN,30,2272
590,2950,2,13,14.071934180761888,0,0,6,7,north_south,GREEN,30,4112
590,2950,3,13,14.467973949442811,0,0,8,5,north_south,GREEN,30,4684
591,2955,0,31,15.518524699497148,0,0,15,16,north_south,GREEN,30,5855
591,2955,1,8,13.414342001585048,0,0,4,4,north_south,GREEN,30,2272
591,2955,2,19,14.061663325019252,0,0,10,9,north_south,GREEN,30,4115
591,2955,3,18,14.45591644850267,0,0,10,8,north_south,GREEN,30,4688
592,2960,0,39,15.50564671916885,0,0,18,21,north_south,GREEN,30,5860
592,2960,1,11,13.402389647504743,0,0,5,6,north_south,GREEN,30,2274
592,2960,2,20,14.054855076777308,0,0,11,9,north_south,GREEN,30,4117
592,2960,3,23,14.447048541451553,0,0,13,10,north_south,GREEN,30,4691
593,2965,0,46,15.500536549194935,0,0,23,23,north_south,YELLOW,30,5862
593,2965,1,11,13.389713624604807,0,0,5,6,north_south,YELLOW,30,2276
593,2965,2,22,14.031017185445654,0,0,11,11,north_south,YELLOW,30,4124
593,2965,3,28,14.429263391727764,0,0,15,13,north_south,YELLOW,30,4697
594,2970,0,54,15.500536549194935,4,0,24,26,east_west,GREEN,30,5862
594,2970,1,15,13.389713624604807,3,0,5,7,east_west,GREEN,30,2276
594,2970,2,25,14.031017185445654,2,1,11,11,east_west,GREEN,30,4124
594,2970,3,36,14.429263391727764,1,2,17,16,east_west,GREEN,30,4697
595,2975,0,45,15.563033198784263,5,1,18,21,east_west,GREEN,30,5882
595,2975,1,5,13.446308887706403,4,1,0,0,east_west,GREEN,30,2290
595,2975,2,11,14.094120872131358,2,2,4,3,east_west,GREEN,30,4144
595,2975,3,23,14.477002644108945,6,3,7,7,east_west,GREEN,30,4717
596,2980,0,35,15.593253267397534,6,4,13,12,east_west,GREEN,30,5902
596,2980,1,6,13.440886268518922,5,1,0,0,east_west,GREEN,30,2291
596,2980,2,8,14.077588176328021,4,4,0,0,east_west,GREEN,30,4153
596,2980,3,10,14.460468477965314,7,3,0,0,east_west,GREEN,30,4735
597,2985,0,27,15.586647000557024,9,6,8,4,east_west,GREEN,30,5922
597,2985,1,9,13.428477474356095,6,3,0,0,east_west,GREEN,30,2293
597,2985,2,10,14.060754967821506,6,4,0,0,east_west,GREEN,30,4158
597,2985,3,15,14.447885095405685,7,8,0,0,east_west,GREEN,30,4739
598,2990,0,23,15.553641420492793,10,9,4,0,east_west,GREEN,30,5940
598,2990,1,12,13.422306255868701,7,5,0,0,east_west,GREEN,30,2294
598,2990,2,11,14.036981955983368,6,5,0,0,east_west,GREEN,30,4165
598,2990,3,19,14.426063543719605,9,10,0,0,east_west,GREEN,30,4746
599,2995,0,22,15.535694978670152,12,10,0,0,east_west,GREEN,30,5948
599,2995,1,12,13.41075291869447,7,5,0,0,east_west,GREEN,30,2296
599,2995,2,13,14.033562061264178,7,6,0,0,east_west,GREEN,30,4166
599,2995,3,26,14.422845406021656,14,12,0,0,east_west,GREEN,30,4747
600,3000,0,27,15.519687328480497,13,14,0,0,east_west,YELLOW,30,5954
600,3000,1,14,13.389320097601207,8,6,0,0,east_west,YELLOW,30,2300
600,3000,2,15,14.013396331985465,7,8,0,0,east_west,YELLOW,30,4172
600,3000,3,33,14.416809002882287,16,17,0,0,east_west,YELLOW,30,4749
601,3005,0,43,15.519687328480497,17,18,5,3,north_south,GREEN,30,5954
601,3005,1,17,13.389320097601207,9,7,1,0,north_south,GREEN,30,2300
601,3005,2,20,14.013396331985465,7,9,2,2,north_south,GREEN,30,4172
601,3005,3,44,14.416809002882287,20,20,3,1,north_south,GREEN,30,4749
602,3010,0,29,15.562060132548574,9,10,5,5,north_south,GREEN,30,5974
602,3010,1,2,13.4454806903531,0,0,1,1,north_south,GREEN,30,2319
602,3010,2,6,14.051161147359664,0,0,4,2,north_south,GREEN,30,4190
602,3010,3,34,14.479619099983497,13,11,7,3,north_south,GREEN,30,4769
603,3015,0,16,15.546300099907086,3,1,5,7,north_south,GREEN,30,5994
603,3015,1,4,13.439988913122626,0,0,3,1,north_south,GREEN,30,2320
603,3015,2,7,14.044407833374354,0,0,4,3,north_south,GREEN,30,4192
603,3015,3,21,14.482178512838937,4,4,8,5,north_south,GREEN,30,4789
604,3020,0,17,15.519251279632392,0,0,9,8,north_south,GREEN,30,6006
604,3020,1,6,13.439988913122626,0,0,4,2,north_south,GREEN,30,2320
604,3020,2,10,14.034289448992403,0,0,4,6,north_south,GREEN,30,4195
604,3020,3,17,14.468375613872473,0,0,11,6,north_south,GREEN,30,4798
605,3025,0,24,15.511750233699281,0,0,15,9,north_south,GREEN,30,6009
605,3025,1,8,13.416527272249844,0,0,5,3,north_south,GREEN,30,2324
605,3025,2,15,14.027569359168755,0,0,5,10,north_south,GREEN,30,4197
605,3025,3,20,14.462543954572116,0,0,12,8,north_south,GREEN,30,4800
606,3030,0,29,15.496796568712103,0,0,19,10,north_south,GREEN,30,6015
606,3030,1,12,13.41029527400643,0,0,7,5,north_south,GREEN,30,2325
606,3030,2,18,14.014168565661226,0,0,7,11,north_south,GREEN,30,4201
606,3030,3,24,14.45672192839954,0,0,14,10,north_south,GREEN,30,4802
607,3035,0,37,15.489244260730073,0,0,22,15,north_south,YELLOW,30,6018
607,3035,1,16,13.40408561267428,0,0,10,6,north_south,YELLOW,30,2326
607,3035,2,19,14.004164625441557,0,0,7,12,north_south,YELLOW,30,4204
607,3035,3,29,14.450909511492782,0,0,17,12,north_south,YELLOW,30,4804
608,3040,0,49,15.489244260730073,4,2,27,16,east_west,GREEN,30,6018
608,3040,1,18,13.40408561267428,0,0,12,6,east_west,GREEN,30,2326
608,3040,2,22,14.004164625441557,2,0,7,13,east_west,GREEN,30,4204
608,3040,3,38,14.450909511492782,1,2,18,17,east_west,GREEN,30,4804
609,3045,0,40,15.543678059118376,5,5,19,11,east_west,GREEN,30,6038
609,3045,1,5,13.436365216740274,0,3,2,0,east_west,GREEN,30,2345
609,3045,2,13,14.048315510222517,3,3,0,7,east_west,GREEN,30,4223
609,3045,3,26,14.515586534738539,1,3,14,8,east_west,GREEN,30,4824
610,3050,0,33,15.54556282702617,12,6,11,4,east_west,GREEN,30,6058
610,3050,1,3,13.422495521130122,0,3,0,0,east_west,GREEN,30,2349
610,3050,2,10,14.040153364191077,6,4,0,0,east_west,GREEN,30,4230
610,3050,3,15,14.504725864854978,3,6,6,0,east_west,GREEN,30,4844
611,3055,0,30,15.525837948195843,15,9,6,0,east_west,GREEN,30,6076
611,3055,1,5,13.40606200125,1,4,0,0,east_west,GREEN,30,2352
611,3055,2,15,14.033544620441875,7,8,0,0,east_west,GREEN,30,4232
611,3055,3,13,14.488154496979199,6,7,0,0,east_west,GREEN,30,4853
612,3060,0,28,15.508287141780672,17,11,0,0,east_west,GREEN,30,6085
612,3060,1,6,13.394035778659388,1,5,0,0,east_west,GREEN,30,2354
612,3060,2,16,14.020508667636646,7,9,0,0,east_west,GREEN,30,4236
612,3060,3,16,14.475906391637663,6,10,0,0,east_west,GREEN,30,4857
613,3065,0,35,15.505720535867772,23,12,0,0,east_west,GREEN,30,6086
613,3065,1,7,13.371772458806937,1,6,0,0,east_west,GREEN,30,2358
613,3065,2,18,14.0073746310384,9,9,0,0,east_west,GREEN,30,4240
613,3065,3,19,14.460557091727154,8,11,0,0,east_west,GREEN,30,4862
614,3070,0,40,15.49274863953477,24,16,0,0,east_west,YELLOW,30,6091
614,3070,1,8,13.365831776298451,2,6,0,0,east_west,YELLOW,30,2359
614,3070,2,21,13.99095176565214,10,11,0,0,east_west,YELLOW,30,4245
614,3070,3,22,14.451530673762974,9,13,0,0,east_west,YELLOW,30,4865
615,3075,0,52,15.49274863953477,28,19,3,2,north_south,GREEN,30,6091
615,3075,1,10,13.365831776298451,2,7,1,0,north_south,GREEN,30,2359
615,3075,2,25,13.99095176565214,10,12,2,1,north_south,GREEN,30,4245
615,3075,3,30,14.451530673762974,12,14,4,0,north_south,GREEN,30,4865
616,3080,0,40,15.548086284760966,20,11,5,4,north_south,GREEN,30,6111
616,3080,1,2,13.399509198079079,0,0,2,0,north_south,GREEN,30,2368
616,3080,2,14,14.054137966216782,2,5,5,2,north_south,GREEN,30,4265
616,3080,3,20,14.49790856229283,2,9,6,3,north_south,GREEN,30,4885
617,3085,0,28,15.563651698385154,13,3,8,4,north_south,GREEN,30,6131
617,3085,1,3,13.399509198079079,0,0,2,1,north_south,GREEN,30,2368
617,3085,2,15,14.01632614733056,0,0,10,5,north_south,GREEN,30,4280
617,3085,3,16,14.4847029661434,0,0,8,8,north_south,GREEN,30,4897
618,3090,0,26,15.557165910593177,6,0,12,8,north_south,GREEN,30,6146
618,3090,1,4,13.399509198079079,0,0,2,2,north_south,GREEN,30,2368
618,3090,2,17,14.00975197736913,0,0,11,6,north_south,GREEN,30,4282
618,3090,3,23,14.476139371816876,0,0,11,12,north_south,GREEN,30,4900
619,3095,0,25,15.534549933510522,0,0,15,10,north_south,GREEN,30,6158
619,3095,1,5,13.393337979591683,0,0,2,3,north_south,GREEN,30,2369
619,3095,2,22,14.00975197736913,0,0,14,8,north_south,GREEN,30,4282
619,3095,3,31,14.467344605240735,0,0,13,18,north_south,GREEN,30,4903
620,3100,0,30,15.519794668144154,0,0,18,12,north_south,GREEN,30,6164
620,3100,1,9,13.376353494997733,0,0,5,4,north_south,GREEN,30,2372
620,3100,2,24,14.006457057799455,0,0,15,9,north_south,GREEN,30,4283
620,3100,3,35,14.45044487593159,0,0,16,19,north_south,GREEN,30,4909
621,3105,0,35,15.5075882767748,0,0,20,15,north_south,YELLOW,30,6169
621,3105,1,10,13.376353494997733,0,0,6,4,north_south,YELLOW,30,2372
621,3105,2,27,14.003190393682946,0,0,15,12,north_south,YELLOW,30,4284
621,3105,3,40,14.441833392665483,0,0,19,21,north_south,YELLOW,30,4912
622,3110,0,47,15.5075882767748,1,4,22,20,east_west,GREEN,30,6169
622,3110,1,14,13.376353494997733,1,0,7,6,east_west,GREEN,30,2372
622,3110,2,34,14.003190393682946,2,3,15,14,east_west,GREEN,30,4284
622,3110,3,46,14.441833392665483,1,2,20,23,east_west,GREEN,30,4912
623,3115,0,35,15.558946031187205,5,5,13,12,east_west,GREEN,30,6189
623,3115,1,2,13.3880067847463,2,0,0,0,east_west,GREEN,30,2388
623,3115,2,18,14.072390238816988,2,4,7,5,east_west,GREEN,30,4304
623,3115,3,34,14.512857849336427,2,4,14,14,east_west,GREEN,30,4932
624,3120,0,27,15.566570899796432,9,8,5,5,east_west,GREEN,30,6209
624,3120,1,3,13.382955400780011,3,0,0,0,east_west,GREEN,30,2389
624,3120,2,7,14.069954631749477,3,4,0,0,east_west,GREEN,30,4318
624,3120,3,24,14.541150859490601,7,5,7,5,east_west,GREEN,30,4952
625,3125,0,25,15.544438532415018,16,9,0,0,east_west,GREEN,30,6223
625,3125,1,5,13.372901834639311,5,0,0,0,east_west,GREEN,30,2391
625,3125,2,8,14.066795629061877,4,4,0,0,east_west,GREEN,30,4319
625,3125,3,18,14.526140996506916,10,8,0,0,east_west,GREEN,30,4965
626,3130,0,30,15.518877817600586,19,11,0,0,east_west,GREEN,30,6233
626,3130,1,11,13.367899492977731,10,1,0,0,east_west,GREEN,30,2392
626,3130,2,13,14.057173514396617,7,6,0,0,east_west,GREEN,30,4322
626,3130,3,22,14.52033049603178,12,10,0,0,east_west,GREEN,30,4967
627,3135,0,34,15.488489723264879,23,11,0,0,east_west,GREEN,30,6245
627,3135,1,14,13.362021715972551,11,3,0,0,east_west,GREEN,30,2393
627,3135,2,13,14.050716477665432,7,6,0,0,east_west,GREEN,30,4324
627,3135,3,27,14.517432314529584,14,13,0,0,east_west,GREEN,30,4968
628,3140,0,39,15.4809481411674,25,14,0,0,east_west,YELLOW,30,6248
628,3140,1,18,13.356163897463142,13,5,0,0,east_west,YELLOW,30,2394
628,3140,2,17,14.031414672789872,9,8,0,0,east_west,YELLOW,30,4330
628,3140,3,28,14.499691174528312,15,13,0,0,east_west,YELLOW,30,4974
629,3145,0,48,15.4809481411674,28,16,2,2,north_south,GREEN,30,6248
629,3145,1,21,13.356163897463142,14,5,1,1,north_south,GREEN,30,2394
629,3145,2,20,14.031414672789872,11,9,0,0,north_south,GREEN,30,4330
629,3145,3,37,14.499691174528312,18,15,1,3,north_south,GREEN,30,4974
630,3150,0,35,15.534895419047857,20,7,3,5,north_south,GREEN,30,6268
630,3150,1,9,13.392250150541283,6,0,2,1,north_south,GREEN,30,2412
630,3150,2,6,14.070770001686286,2,0,2,2,north_south,GREEN,30,4350
630,3150,3,20,14.562685102686286,8,6,1,5,north_south,GREEN,30,4994
631,3155,0,23,15.543614145498104,12,1,4,6,north_south,GREEN,30,6288
631,3155,1,4,13.362166402674031,0,0,3,1,north_south,GREEN,30,2422
631,3155,2,8,14.051609956909454,0,0,4,4,north_south,GREEN,30,4357
631,3155,3,11,14.552994164127696,2,0,1,8,north_south,GREEN,30,5013
632,3160,0,18,15.533206798252188,5,0,5,8,north_south,GREEN,30,6304
632,3160,1,8,13.356213074409867,0,0,4,4,north_south,GREEN,30,2423
632,3160,2,12,14.038652986674863,0,0,5,7,north_south,GREEN,30,4361
632,3160,3,12,14.532396709065855,0,0,3,9,north_south,GREEN,30,5021
633,3165,0,19,15.514364631338935,0,0,8,11,north_south,GREEN,30,6314
633,3165,1,9,13.350913017279785,0,0,4,5,north_south,GREEN,30,2424
633,3165,2,18,14.035410571776575,0,0,6,12,north_south,GREEN,30,4362
633,3165,3,17,14.518341121492753,0,0,5,12,north_south,GREEN,30,5026
634,3170,0,27,15.497722267611685,0,0,12,15,north_south,GREEN,30,6321
634,3170,1,12,13.339067420528528,0,0,7,5,north_south,GREEN,30,2426
634,3170,2,22,14.032192816010356,0,0,8,14,north_south,GREEN,30,4363
634,3170,3,21,14.512880098720347,0,0,5,16,north_south,GREEN,30,5028
635,3175,0,31,15.485758667562443,0,0,13,18,north_south,YELLOW,30,6326
635,3175,1,13,13.316166726913178,0,0,8,5,north_south,YELLOW,30,2430
635,3175,2,24,14.022538845249883,0,0,9,15,north_south,YELLOW,30,4366
635,3175,3,23,14.504460643413726,0,0,5,18,north_south,YELLOW,30,5031
636,3180,0,40,15.485758667562443,3,4,15,18,east_west,GREEN,30,6326
636,3180,1,16,13.316166726913178,1,1,8,6,east_west,GREEN,30,2430
636,3180,2,29,14.022538845249883,1,1,11,16,east_west,GREEN,30,4366
636,3180,3,29,14.504460643413726,2,2,7,18,east_west,GREEN,30,5031
637,3185,0,29,15.527258664665684,4,6,8,11,east_west,GREEN,30,6346
637,3185,1,4,13.368172070761538,3,1,0,0,east_west,GREEN,30,2445
637,3185,2,12,14.066106273808991,2,2,2,6,east_west,GREEN,30,4386
637,3185,3,20,14.537078317836347,4,4,0,12,east_west,GREEN,30,5051
638,3190,0,20,15.517576873281639,5,10,1,4,east_west,GREEN,30,6366
638,3190,1,5,13.345870758380052,3,2,0,0,east_west,GREEN,30,2449
638,3190,2,6,14.049657777556869,3,3,0,0,east_west,GREEN,30,4400
638,3190,3,14,14.533776451998683,6,6,0,2,east_west,GREEN,30,5063
